# z1_ini,z2_ini,a11,a12,a21,a22,t,z1,z2,sol_z1,sol_z2
1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.020202020202020204,1.0204074621272825,1.0002040677503516,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.04040404040404041,1.0412313887650415,1.0008163542886996,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.06060606060606061,1.0624802788970016,1.001837109510917,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.08080808080808081,1.0841628049495768,1.0032667500234478,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.10101010101010102,1.1062878163313936,1.005105859313338,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.12121212121212122,1.1288643430450507,1.0073551879863787,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.14141414141414144,1.1519015993725819,1.010015654073454,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.16161616161616163,1.175408987636134,1.0130883434052225,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.18181818181818182,1.1993961020353858,1.0165745100552832,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.20202020202020204,1.2238727325632832,1.0204755768520073,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.22222222222222224,1.2488488690016821,1.024793135959245,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.24242424242424243,1.2743347049985336,1.0295289495261448,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.26262626262626265,1.3003406422282728,1.0346849504063476,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.2828282828282829,1.3268772946371126,1.0402632429468543,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.30303030303030304,1.3539554927749704,1.0462661038468841,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.32323232323232326,1.3815862882158017,1.0526959830870763,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.3434343434343435,1.4097809580681384,1.0595555049294139,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.36363636363636365,1.438551009577678,1.0668474689882783,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.38383838383838387,1.4679081848237985,1.0745748513730722,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.4040404040404041,1.497864465511918,1.082740805902874,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.42424242424242425,1.5284320778636546,1.0913486653936249,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.4444444444444445,1.5596234976067807,1.1004019430183676,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.4646464646464647,1.591451455067011,1.109904333741099,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.48484848484848486,1.6239289403636996,1.119859715824814,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.5050505050505051,1.6570692087115697,1.1302721524143646,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.5252525252525253,1.690885785830637,1.1411458931947716,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.5454545454545455,1.725392473466536,1.1524853761256728,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.5656565656565657,1.7606033550235025,1.164295229252612,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.5858585858585859,1.796532801312311,1.1765802725959085,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.6060606060606061,1.8331954764155127,1.1893455201178782,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.6262626262626263,1.8706063436723679,1.2025961817692101,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.6464646464646465,1.9087806717859161,1.216337665615332,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.6666666666666667,1.9477340410546762,1.230575580043634,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.686868686868687,1.9874823497315184,1.24531573605245,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.7070707070707072,2.0280418205123065,1.260564149622733,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
1.0,1.0,1.0,0.0,1.0,-1.0,0.7272727272727273,2.0694290071569563,1.276327044173391,{'z1_solu': 'z1=exp(t)', 'z2_solu': 'z2=exp(t)/2 + exp(-t)/2'}
