# z1_ini,z2_ini,a11,a12,a21,a22,t,z1,z2,sol_z1,sol_z2
1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.020202020202020204,1.0002027004598704,1.0202033874645542,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.04040404040404041,1.0008054694878765,1.0404149243134917,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.06060606060606061,1.0018005495251758,1.0606426138449088,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.08080808080808081,1.0031804966684315,1.080894305822666,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.10101010101010102,1.0049381713892744,1.1011777027185958,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.12121212121212122,1.0070667295623517,1.121500365770352,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.14141414141414144,1.0095596137921583,1.1418697208610458,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.16161616161616163,1.0124105450291814,1.1622930642266025,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.18181818181818182,1.0156135144661778,1.1827775679965953,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.20202020202020204,1.0191627757057065,1.2033302855741175,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
1.0,1.0,-1.0,1.0,1.0,0.0,0.22222222222222224,1.0230528371903347,1.2239581568600935,{'z1_solu': 'z1=(5 - sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (sqrt(5) + 5)*exp(-t*(1 - sqrt(5))/2)/10', 'z2_solu': 'z2=(5 - 3*sqrt(5))*exp(-t*(1 + sqrt(5))/2)/10 + (5 + 3*sqrt(5))*exp(-t*(1 - sqrt(5))/2)/10'}
