# z1_ini,z2_ini,a11,a12,a21,a22,t,z1,z2,sol_z1,sol_z2
6.0,25.0,0.0,14.0,-14.0,0.0,0.0,6.0,25.0,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.020202020202020204,12.738436807153963,22.332313532416322,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.04040404040404041,18.464677007549145,17.890100698623414,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.06060606060606061,22.723713366932877,12.026339876183284,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.08080808080808081,25.177122716411347,5.206965692489595,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.10101010101010102,25.62995706855665,-2.0261541560165464,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.12121212121212122,24.046234190885755,-9.098275728789323,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.14141414141414144,20.55179675523454,-15.44744801355651,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.16161616161616163,15.424312874923684,-20.569165572197225,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.18181818181818182,9.071212587361396,-24.056456559412403,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.20202020202020204,1.9973134498995426,-25.632220718908663,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.22222222222222224,-5.23529227984107,-25.171247778857463,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.24242424242424243,-12.051901513208644,-22.71016666420393,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.26262626262626265,-17.910866256805726,-18.444534961088557,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.2828282828282829,-22.346632979820907,-12.713299904634539,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.30303030303030304,-25.006735512866126,-5.97186562052093,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.32323232323232326,-25.67980202136383,1.2440933017897695,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.3434343434343435,-24.312350618459405,8.361196529510377,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.36363636363636365,-21.01303903750601,14.813918806590248,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.38383838383838387,-16.044030685006184,20.08952660912098,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.4040404040404041,-9.800163127727235,23.768819967973496,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.42424242424242425,-2.777574286687914,25.559442112102722,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.4444444444444445,4.465720698328771,25.319110147169827,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.4646464646464647,11.354169370095939,23.0669208589958,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.48484848484848486,17.340415371083143,18.98183328233349,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.5050505050505051,21.94879139758961,13.388448610092826,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.5252525252525253,24.813115739306973,6.731217371899123,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.5454545454545455,25.70578909003821,-0.460876619577256,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.5656565656565657,24.555879596037585,-7.616349339736532,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.5858585858585859,21.45475910343726,-14.166626691399617,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.6060606060606061,16.64884274835482,-19.591223421230055,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.6262626262626263,10.520008802090267,-23.4591008950459,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
6.0,25.0,0.0,14.0,-14.0,0.0,0.6464646464646465,3.555254611155819,-25.46291744183795,{'z1_solu': 'z1=25*sin(14*t) + 6*cos(14*t)', 'z2_solu': 'z2=-6*sin(14*t) + 25*cos(14*t)'}
