# z1_ini,z2_ini,a11,a12,a21,a22,t,z1,z2,sol_z1,sol_z2
6.0,30.0,0.0,12.0,-12.0,0.0,0.0,6.0,30.0,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.020202020202020204,13.026253765177332,27.68242606501828,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.04040404040404041,19.290702832669663,23.745921422880823,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.06060606060606061,24.426988093092714,18.42070174287361,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.08080808080808081,28.13472800079438,12.018197881600917,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.10101010101010102,30.197085564080847,4.912842704135792,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.12121212121212122,30.493449461513105,-2.4798265943702575,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.14141414141414144,29.006487663993767,-9.727470041001268,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.16161616161616163,25.823161050916774,-16.40622910172886,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.18181818181818182,21.129637741821643,-22.12551488439052,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.20202020202020204,15.200405564906585,-26.55085065798,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.22222222222222224,8.382219389796099,-29.42343280620611,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.24242424242424243,1.0738221207452021,-30.57526624664123,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.26262626262626265,-6.297374687667408,-29.938989162012902,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.2828282828282829,-13.300286822172293,-27.551812471195976,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.30303030303030304,-19.525368187805235,-23.553343650756748,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.32323232323232326,-24.60856198717083,-18.177422174873172,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.3434343434343435,-28.252591582994306,-11.73844405551772,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.36363636363636365,-30.244345906303316,-4.6129752546348906,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.38383838383838387,-30.46734267236094,2.782270742565162,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.4040404040404041,-28.908540527373987,10.014803272015662,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.42424242424242425,-25.659101736274483,16.661647520203864,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.4444444444444445,-20.909060807872358,22.334081045180614,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
6.0,30.0,0.0,12.0,-12.0,0.0,0.4646464646464647,-14.936210848204485,26.70036714163269,{'z1_solu': 'z1=30*sin(12*t) + 6*cos(12*t)', 'z2_solu': 'z2=-6*sin(12*t) + 30*cos(12*t)'}
