# z1_ini,z2_ini,a11,a12,a21,a22,t,z1,z2,sol_z1,sol_z2
16.0,16.0,0.0,7.0,-7.0,0.0,0.0,16.0,16.0,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.020202020202020204,18.095375241023742,13.585190277892494,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.04040404040404041,19.829482557039224,10.899156917857326,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.06060606060606061,21.167701093631745,7.995525649428014,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.08080808080808081,22.083313779313002,4.93226646932265,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.10101010101010102,22.558040722637717,1.7705362904551052,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.12121212121212122,22.582404163931052,-1.4265420347362863,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.14141414141414144,22.155917695491326,-4.595139940264543,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.16161616161616163,21.287095972551988,-7.671997461897443,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.18181818181818182,19.993284721126894,-10.595686200523026,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.20202020202020204,18.300314436573476,-13.30783571894921,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.22222222222222224,16.24198468666279,-15.754298887548488,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.24242424242424243,13.859389314867444,-17.886232913023864,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.26262626262626265,11.20009601595132,-19.66107446792956,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.2828282828282829,8.317196663351215,-21.04338945282198,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.30303030303030304,5.268247348236802,-22.005580425832804,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
16.0,16.0,0.0,7.0,-7.0,0.0,0.32323232323232326,2.1141192920033145,-22.528437576076584,{'z1_solu': 'z1=16*sin(7*t) + 16*cos(7*t)', 'z2_solu': 'z2=-16*sin(7*t) + 16*cos(7*t)'}
