# z1_ini,z2_ini,a11,a12,a21,a22,t,z1,z2,sol_z1,sol_z2
32.0,29.0,0.0,7.0,-7.0,0.0,0.0,32.0,29.0,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.020202020202020204,35.76792064175393,24.200327538386592,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.04040404040404041,38.82174708540515,18.917503884943095,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.06060606060606061,41.10051073936939,13.256998791694176,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.08080808080808081,42.55871687331441,7.331822290335708,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.10101010101010102,43.167252904758314,1.2602684859327589,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.12121212121212122,42.91396962173704,-4.836446144084583,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.14141414141414144,41.803923737630534,-10.836602795081596,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.16161616161616163,39.859276935624344,-16.62041040916875,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.18181818181818182,37.11885341834911,-22.072397262352666,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.20202020202020204,33.637364796066706,-27.083716317675695,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.22222222222222224,29.484317788243274,-31.554318318763944,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.24242424242424243,24.742626545870078,-35.394949238720564,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.26262626262626265,19.50695729903881,-38.52893220598616,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.2828282828282829,13.881838378311192,-40.89369833163108,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.30303030303030304,7.979573342654579,-42.44203587564098,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.32323232323232326,1.9179988776241395,-43.14303281302131,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.3434343434343435,-4.1818677734183645,-42.98269398171368,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.36363636363636365,-10.198244876825669,-41.964220491179134,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.38383838383838387,-16.011017538970865,-40.10794581335183,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.4040404040404041,-21.504135758667083,-37.45092983188556,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.42424242424242425,-26.567931325411728,-34.046218954359766,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.4444444444444445,-31.10130730738129,-29.9617870590496,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.4646464646464647,-35.01375641680335,-25.27917841989255,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.48484848484848486,-38.227167956738256,-20.09187970318667,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.5050505050505051,-40.6773872742005,-14.503453538544218,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.5252525252525253,-42.315496585676684,-8.625470926713803,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.5454545454545455,-43.10879160379991,-2.57528376303479,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.5656565656565657,-43.04143446716641,3.526318052674757,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.5858585858585859,-42.114769937775414,9.557518144803506,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.6060606060606061,-40.34729855331973,15.39790568386763,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.6262626262626263,-37.7743072703321,20.93087934718787,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.6464646464646465,-34.44716497226965,26.04597522407712,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
32.0,29.0,0.0,7.0,-7.0,0.0,0.6666666666666667,-30.4322969074745,30.641072189714876,{'z1_solu': 'z1=29*sin(7*t) + 32*cos(7*t)', 'z2_solu': 'z2=-32*sin(7*t) + 29*cos(7*t)'}
